id,filename,rel_path,phonemes,error
71261,71261.wav,audios\71261.wav,dʊ frˈaɪgɪzˌɛlt zˈɑːm dˈiː ɦɑɾbaɪt ɪn dˌiˈʊɾ dɪgiːtˈalən vˈeɪlkʊntɪ ʊtsɪkʏmˈfˈtˌaɛlnˈ ʋɛːɾ ˈoːbɛɾ kˈœntɛtɪːgɛmˌeɾ zˌʊkʃˈuːfˌt dˑɛrˈmɛnʃən dːiˌˈ aɾbɑiˑn ʌɾɪpˈanˈ d˃i˒ɾaɾpˌoˌbɪɾˈpʊlˈdɛs ɾopː mˈˌanɪən dʊsɾ aˈbaɾ bɪsˈyːnˌmɪmːkʌn ˌfɪeːlˌ,
71262,71262.wav,audios\71262.wav,vˌɪɾ ˌaɪnɜdˈiː nʊtsʊŋ dˈɛɾ kˈaɾiˈdɪgɪzɛlˌʃaftɪtˌiˌ gɪsˈalˈtʃɛːfˈʃi˦nˌ bɛnˈutsɛnt ɔnfˌeːlf˃ɪˈlˈfɛltɪkən fɔrʃˈeˌgən ˈatɪənən ɑʊsfːyːrʊʊnː ˑaʊssfˑɪrən bənˈutzən ʊntɪlːɔvːʊɔnt ʃeˈuːn˦ bɪnnʊtsən ən bɐnʊ tsən æn ɪvɪoːxɪəl˃l˦fɪe˦lˑfɔːŋ ɛsvɛrːvɔɪʃən bənˑutsən andɪpɪdɛvən ənd gɛtːpɛən xtɪfɐfən a�,
71263,71263.wav,audios\71263.wav,ˈɪlɪçt ˌaɪnˈaɾ ˈandɪltɪtɪs ːɛɾfˈiːdɪɾtɛln zɔːlˈtɔlˌtɯ ˤɛnfɔɾdɛtˈnˌɪgɛs ɪmɛːtɾiˈʃɪpɔnː ɛvɪˈdɔmɪkʃtɑːvˈ dɪst ɔfˌiˌdɑntfɑl zɯltə zɛrvˌeːrvɯːçtɕ dˈix zˈeˈlnfːʏ jˈˈedən dˌuːpɑnˑɪdɾɪəpɪoːkˈoˌlːi˦tɛiˈsɪ ɐbɛətˌˈalɪ dːuˌʊŋŋn˦ ɑrːzɪvːs ʊɐn ˑv˃ɛm zːəl˧tə zˌoˈvɛçtːaɛ,
71264,71264.wav,audios\71264.wav,ˈɪs ˈaɪn ˌɪlˈʊɪç ːɪtɛn ɪmˈˈiːlˌaɾ ˑɪdɛtɾˈtɪˌʃiˌlːˈnˈ ˧aɔːx ɛvˈeːrˈoːvˌiˈrˌtɑːbɑɾ vɛnd ˤɛs tsˈilˈə nˈasɪvː dˈandɛmɪɾ dˌeɪntɾaɛɾ bɛːnˌuːtɔn ʋaɐfˈmɛlnː ɑn əɪbˈæɾbɛltˈlˑnˀɑŋˌanˌn˩ dˤaɑvˀfˌˈuˌsɪltˌmˌandˈvɑlˀ ɔfːʃtɯːfɑiˀtˈ,
71265,71265.wav,audios\71265.wav,dʊ frɑːɾgˈɪɾs bɛɾɛːtˈʃtˌɪpˈtɑs ˈaɪlsoː ˌʊs ɪst tˈatsɛçtɪç zˈeɪvɪlt fɛrɕiːdən fɔːbɪt tsuː hˈabən ɔdɑgːrˈiˈˈrɛlˈ ːaɔbɛtːsɪˈtsɔɾbən zˌuːˈbɦɪʃ ˩bɐɕɛftɪgən fˈyːl ɐxtɾiˌatɪf tsuɪzɪθ zːi˃n z˦ɔç ˧aɾˈfɪsən ˨aʊslɛbən tsuə kːœntən gɪnˈ gɛntɑŋlɪəç mɑntvɛltːfˈuˈlɛi˦ˈs vˈoːvˈəlːkˈ vˌaɛnː kˈvɑnˌfɛsən,
71266,71266.wav,audios\71266.wav,gantsˈɛɾlç glɔʊɐbˈiːt vɪɾɔn ˌɪn ɾˈaɪl ʃpɾaɾçən lˈeɪrn dˈan ɪbɪntsʊx fˈauːl bɪˈʊnʃ ɛnstɪvɪdɛs nˈaxɪlt kˈintɾ ˈaiŋgɪtrˌʏkt vˌoːɾdəvˈoˈvɔː ːx dˌeːs ˤɪsɪəlzɛvˌaɟsɛrˈvaɪnsənɛlˌvɛːvɾiˈnˈyːk vˈas vːiˌi˔ˈlˈˈs ʊs gɪllɛntɪfˈuːrːgˈantsɪən ˑaɛmɪpˈrɪŋɛtˈtɪ ˀɪmˈmɛʊlː vˑɪçt v˃aɔs gəl˃lˑˈ kantsl˲ɪ,
71267,71267.wav,audios\71267.wav,tʊm lˈaɪt dˈɛs ʊzˈoː zˌɑːgən mʊs ˈas bɪs gɪpt kˈaiən lˌiːplɪŋs fˈax ɪn dˌaɾ ʃˈuːlə ɛm bɛɾ gˈiˈbɪltə dˑɪmç ɾɪntɾsˈeːən vɪrˈʊnˈan d˲iˌʃɔːɾˈ anˈzɪç hˈat ɔn mˈmaɪən ɑn ɐn ˌfɔʃbɛrɾə zˈakə ʋɪbɑmɪːrˌoˌnˌˈtɪɾiˑsɪəs ɦɔɪdɛn ʐɪlˈnɪʃtʃuˌuˈlə dʊɐmɛː ɕʊlə hˌanˈsɛç hɑt ɴmɑɴ ɯn mɪaɛtən ːaɔaɴnːe,
71268,71268.wav,audios\71268.wav,dˈɛs ˈaɪs ɪst ˌɪsaɪpˈsɔblˈʊgɪgəgəmˌaɛn fˈangfrɑːgə ːɪt ˧ɪnst mˈan mˌʏstə mːan dˈeːn ˑɪtsuːstɑntɾɪçt ɛɪm fɛstmɑx nˈiːç kanˈnɪˈ kˈannɪəs nˌix zˈaxnɛmfɑɾ mˑaɲnɑ pɔsiːtsiˈoːŋ ɐzɪx kˌænən dˌiˌvˈælt dːi˛ gɪzˈˈəltsɛltsʃˌˌfˈfɪlˈkˈ fɔɛːlnˈrɪɛt kːən kˑanˌnɔ k˃anɪk zˌanːfɛrːsɪiˑˌk fɑnːaɾ dˑ k˦ɔnˌmɪ k˧an˃ k˲an,
71269,71269.wav,audios\71269.wav, das ˈaɪmfɑːx ɪn ˌɪvɪɾdɛ bɪzɔɾfˈtɛltsən zˈɛntʃaʊn dˈeɪs mˈiːɾ ʊnt mˌaɛm nˈanɪʃtˌʊŋ ɑfɪːnantsɪəl dˌoːmɪt vˈʏːfˌiˈˈfɛɾɪŋt vɪlˈœnˈmɑɪd ːvɑn vˌatɪçɪœɾˈuːft ˑɔpsɪxɾuˌŋvɛnˌ ʏvɔːlˌeɛçtˈ ɔnfɔvɜɪfːrˈlɪltˈ dːaɾmɔmˈrˌfɯːˈvɯɛːʃnː vːeɾvɒːsɪ̃ˈnˑvˈoˌvˌakmɛrːt væn˔vːoˈpɑiˌn˦ v,
71270,71270.wav,audios\71270.wav,ˈɪç vˌɪɾ dˈeɪ ˈalə tsˈaɪtən rˈiːzən ˌuːɾʊnt vˈʊɐl ːeɾoːlˈ dˌaɾs ˩ɪn zˈuˌʏlˌ dˑɪˈs ɪlːs vːrˈoˌlˑ,
71271,71271.wav,audios\71271.wav,dˈɛs vɪçtɪk zˈiːn ˌaɪnə bɛtsˈirʊŋ hˈaɾm zˌoːvɔɾ ˈtsvɪːçən mɛnçtlˌɪɪx als ːɑx ɔmantɪŋkˈeː dɪmkˌeˈnɪ ɪgɛɾɔnˈtɛrˈʊɪʃən ˑɪfˈandəln ɑːʊgənhɪœːrˌʊnt fɛːfɾatɾˈalən ɛvɾiˈˈoˌkːaɛlnˌ kˈœnːmɪrːtˈ kˌœnmɛtɾaɔːˈlən ʊoˈrɪntɪəpɾrˑˌiˌːxən æfˌandəʊn ʋɛm hːandəltən ən aʊngənhˈøːə ˀaɯːən fɔatɹˌalənˌvˌəɪs d,
71272,71272.wav,audios\71272.wav,ˈɪnə ʃˈuːlə ɑːn zˌɔltə ˈaɪlz ˌaɾləɪə əˈstəs dˈeːɪŋkˌiːt mˈal dˌeˌfɛːkˈiˌtˈ hˈat d˲ɛɾ kɪndɛrˈgɪvˈektˌ ːuˌuˈdɑɾ ˀaɛbɛiˈbɑhɪən vɛrdən ˑɛm zˈʊɪç ˒ndɪˌnɑnˌatˈˌʊuˀɑ ʊntɛn kˈlɪɛntɪʎn ˃i˔n ʋi˃fɔːŋtʊŋˈyˌˌrˌkːsɪtˌbɪaɐlˌ,
71273,71273.wav,audios\71273.wav,hˌɪs ˌaʊnʃpiːriːgɪst tˈeːmɑːɾ ɪdɪt dˈɛɾ bˈatə ɛmˈpɵrʊŋs mˈaɪnɪnt tsʊm gɾˈoːsən tˌal hˌeˈbɪçtəs gɛfˈʏl ˈlɪts ɔːn ɾɪˈˈçtɪɾiːçt ɑs ɕɛːrɪʃtˈiˌʃɛtɑɾt ʃiˈrɛnɾs ʊːtɛlːʃtaɾʃˈtɾaɾ tːˌoˌrɑn ʑi˃ːvˈandɪəlnˌiˑˌs əɪlˈzɪvɾəs ənɔn ːaɔntɪ ɐnˈriˌçtˌəs dˌas dːeˌstɑ̃t ˑɪrɔsɪənɪltˌ,
71274,71274.wav,audios\71274.wav,dʊtsʊkˈʊmpf dˈɛɾ bɪlˈlʊŋ dˌɛʊɐɾ ɛn ʊtɛːɕtˈaɪnˌtˌʊnˈ dˊɛt gɾiːtɪçt˃tːən d˔ɛnd dːəs vɛrktsɔʃvˈas ʔɔn gˈiˌdɛtsaɾtˑˌaɛgʃmˌax fɔɾplɪfənkˌœntəʊ ʃɑn ˈapɪdɪən ˌapgɾˈeːdən kˈœntɛən kɪltəmˈmɪt mɪs sʊpɔːˈt ʏbɛbɾbɪʃtəmt ɪːnfɪrɪkʃnː,
71324,71324.wav,audios\71324.wav,ˈɪçkɔçə zˈeɾ kˈaɾnə ʊnt zˌeɪɾ ˌʊndɜʃˈiːltɪəçəntɪŋɪˈtɪngɛs,
71325,71325.wav,audios\71325.wav,fɪnɪçɛn tˈiːl vˌɛɾɾə vˈʏdɪɾ ˌaɪmɪrˈaʊx ɾˈɑːxʃfˈalbɪzɑɪən vːɑlˈdɛs vˊʊndɛrʃˈyːŋzɪŋən vɛntsˈeː ˈas ːeˌrɛm vˑnˈtɛːn ˑafɾiˈkɛl tsuː kˈoːmən,
71326,71326.wav,audios\71326.wav,ˈɪç mˈœçtə gˈaɪnə nˈøɪglɪɪəçə ʃlˈeɪrnən baɪ mˌaɛnɪl ʂvˈastɛɾ ɪnt gɾˈiːçənˌantfˈoːnt,
71327,71327.wav,audios\71327.wav,ˈɑsɪz ˌaɪnə frˈaɾgəlɪç ʊnmˈøːptɪx bɑːɾntfɔɾtən kˈan,
71328,71328.wav,audios\71328.wav,ˈɪç mɪnt zˈeɪ hˈas kˈæptɪʃ,
71329,71329.wav,audios\71329.wav,ˈɪçmɑːgɑm lˈiːpsən dˈeːn hˈərpst vˌɑlˈtɛs ɑn ˈalˌʊs ʊn ʋˈaɪn bɛɾsˈin tsʊrˈʏgfaltˈat,
71330,71330.wav,audios\71330.wav,ˈɪç mˈaxən nˈeɪlt gɑːrnə ʃpɔɾtˈ ˌɑbɛɾ vˈæn ˈaɪnɪl ːaɛnn mˌaxən vˌʊɾdəlˈ dˈant v˟ɛxəs tˈantsən,
71331,71331.wav,audios\71331.wav,ˈɪç pɛɾzˈʏnlɪx fɑːrɑm gˈiːpstənants mˈeːɾ,
71332,71332.wav,audios\71332.wav,ˈɪç vɪɾɾdə gɑːnə ˈaɪn ˌɛn ɪs ːɛŋlˈant fɔn dʒˈeɪm ˀɔstən ɾˈiːzən vˌeɫnɪst rˈʏn bʏːçɛɾ zˈælɪbəl ɛoːfˈarən mˈœçtɛ ʊvˈoˌzɛːr ˩aɛnglɛçtˈmɪtɑ ˨ɪlˌaɾ dˈanɪˈlɑ dːamˌalˌˈgən tsˈaiːt ˏɔrˈ ˑɪŋnʃtɪndˈən,
71333,71333.wav,audios\71333.wav,ˈaɪç zˈɑːɾ tɾˈˈtɛɾ gɛːrnə klˈeɪdɛ dɑs gˈuːtən vˌɛlbʃtˈafən dˈoː ˌaɾ ˈʊs ːantɛrʃˈøːdən fˈœndɛ ʊɐn dˌiːŋɪtəs ʌʊltˈaxˌsɔɾkfˈəltɪʃ ɛʊlˈgɛstɾɪlt fɪɾdən,
71334,71334.wav,audios\71334.wav,ˈɪç mɑːk zˈeːɾ gɛɾnə hˈiːgən ʊntsvˈaɪɾ dˈas vˌaɛlə ˈandɛrtsuː bɾɪŋ dɾˈin tsuː blˈalbən ɪn ttɾʊtstɛm lˈast rɑʊsən pɾaɾzˈantnˌɑxt,
