id,filename,rel_path,phonemes,error
71261,71261.wav,audios\71261.wav,dˈɛɾ frˈaɪgɪzˌɛlt zˈan dˈiː hɑːbɑiˈt ɪn dˌiˌaɾbɛiˑˈʃən dˑɪɾ gˈitɑln vˌʊɐdɛgəmˈaiːnsaɛn vɪzeːɾ dːi˔ɾm d˔i˒ˈkˈuːnf d˛ɛrˈmɛntʃan dʊ d˒ɑbɪːˈnɪtən ˌuˌbɔɪdʒɪvˈ d˟i˛ːrˌmɑɾdʊmˌanˈsən dʒˌoːpˈˈoˌkʊnfˈeːlˈ ɛvɾɑp mˈænʃɛln dʃi˃n dɔaɐbˈandɪən dɪ ˈapɪi˦ˈvɛˈln ːoˈbɒɾvˌəlːt ˑop mˌænˈən dəːvɪlˌˈfɛndən ɔbɾˈasɪəln fˈœnː d˦ɛ dɪs als ɔbɪç mɪɾ ɪnɪl ʃtɪkʊnfˈɪt ɛndɪgɪtaːln vˌɛlstɪˈaɪdɛs ʋɛːsʃvɛtˈs vɑːntvɔːtənɪx jˈˈʑɑn bɪrɪ jˌaɾ dʊɐç kˈœnʃ mɛn ɑɾbaɪntɪŋ dɪndɛɾ kˌʊtɛkɾɪktɪaːnvɪlt vɔɾʃˈtɑln ʊgən ˈoːgən dˈauːrɛʃ jːɑvɾ vɪllˈfɪət vɛlt vˈiːʃtaˈnɛm vɒːoˌrʃɪvɑnt vɾˈantvɒɑənɛnts jˑɪm j�æːmɑ dʒuːvɐɾ j˔ˈbɑr vːaɛr vɯːˈkʏnˈ kːœnˌiˈmɪən ɐaˈbaɾ tˈeɪneː fɔr dɪgɪtaɪlnˌɛn ɪn ʋɪˈɛtpɛɾˈʊn hˈaɪnt ɛːrvˌœnɛmɪɾnˈamˌuːɾdɪt ɑːbɛrˈ dˈiː lˈasɪfrɑgəs ʃpiːriːç ɕɛlɪrˌʃiˈoːn ˈandɪ ʒvɛʃvˈuˌaɾmɑlˌiˌənt,
71262,71262.wav,audios\71262.wav,vˌɪɾ ˌaɪnɛɾ dˈiː nˈʊtsʊŋ dˌeːɾ kˈɛːdɪgɪzɛlˌʃaftɪtˌiˈ gɛzˈaɑːlˈtʃɪˈˈfɪəɾnˌfɛrlːtˈeˌkɪən fɔɾʃˈidən ˈatɪlən ɑʊsfˈyːrʊʊngˌ ːaʊssfˌyˌrən bənˈutsən ʊntɛn ˑɔn ɪvɛjˈkɛsɪdɛfən əvɪsɾˈuːnˈ bɛənˌutsən dːeˈoːvˈən ən dɛmːfɾɪkˈsən fɔəlfɐn ʋɛntɾiˌ�nən æsfɦɔːsfəːŋən bɐɪrnːʊnsən bən˦utsən zɪç ɛɾjˈɑːɾ dˈiː gˈmɪltɪɕkɑltɛrˌfɔn zˈeːeˌɛn nˈʏgɛrtɕiˌv bɛˈaɪnflʊsən vɪəɾdɛm ˈamɪlɪkən dˌiˈmaɪsən lˈoːltə dːi�ː dˑɛnsənɪːˈ ʃɑdən vˈøːdən mɑn ʒpɾɑɾˈxnɑxɛlː ɪdən ɐnɛndɛntɛhɾaɾiˑnˈən dʊhɛktɛkːtˈnɔɾ ɦɪtsuːrˈænɪmən dɪvˈˈsɛtɾ kɛsɾoˌaɛdən də mˈalɪstən ˌeɪtən dævːoˈlɛltɾ tˈəkˌtɛksənɛvˌo˦ɛtsɛ ktɔːkɛ tːəsən ʋɛlkɾətːsən mˌalɛstsən dj� maɪn ˌɑːbɑɾ ɛɾm ˈɛs gɪpt zˈeɪvɑ ʃˈaɪlnɪç ːɑx nˈaxlɔx lˈøɪtə dˈiː kˈœɪ nʊtsˈən vˌaɾdən ʊm pɛrˈoːflɪx fɔrɑnzəkɔm kɾiˈatɪbən ˑaʊstˈauːʃ ɾɪʃɛːrʃəpfˈʏɪltˌax tsuːgɛ ˀaɛnfɪːlɪsˌoˌfˌʃ kɛiˌi˃aɔːˈkɾaˈtɪfən kɹiˀiˑatiːvən ɔaʔstˌauˈsɪkən rɪɪshɛærʃən pfːəltˈakˌsuˌgɪə ˕aɦlˈvɛlnˌ kɔi˦ɾtˈˈfɛtːi˧sɔn kɪi˛ˈ kaːiː aɪn aɛn fˈastɪntɪns vɛɾɔːɪç ɪs ɛːrˈɪŋtɛlnkɛlt dˈaɪkɪl dˌɛs dˑiˈeː kaːjiː ɦɛrˌeˈbɛʎaɛtˌaɔç bɪdɛm ɑːxɪˈʃɪlt dʊɐn ɔn ˌentɑaktsɪvˈoːn lˈænt ɐɾˌændɪəln ʃvɪrːaɾ dːeˌkɔlˈiˌ kˈlɛnt ˈˈuɪɾ ːˈvɛndɛlkɾi˒ˈ kˌʊʃəlɪən kːlɑn əvɑɾ k˔ɪneːvɾa d˒ɪmˈkɑlɾ fˌəlˌoˌvɔɾ ˌaɪbɑː ˈɪn gɛʃpɾɛːtɪtˌiːmˈa mˌɛt dˈeːn hɔøtˈiˈgən tʃˈatʃɪpɪtiːzˈʊŋ kɔɾfˈyːŋn kˈan zˈoːnt zˌeˈbɛ ˌaiɪntɾˈuːkən ʊnsvɑɾ ːyˈbeːaɔs bɛɪːɛntɹʊgən mˈˈmɔst fˈastʃəln dˌas ˑɪç ˲alˈlnɪgəs ˒ɪsɛlˈsɪələn ˀɛn ˤɪnteːləkdɪɔlːˌgɪlˌˌoˌlˑ gɪʃbɾaɛkːʃən ɪvˈœbɪaɾ dːas ɛnteˈleːktɪoˈliːoˑlɪ gɐʎpɛrː kɪiˑfːœːrˈdˈap dˑiˌkɪmː mːam fɔr ɪm nɔɾ als bɑːɾɪçt ɪn dɑn ɛdɪlɪs ɑntɪdɛn zɑlɛlˈɪgɪbən dɪ nʊtsɪŋ vɛɾdən ʊbən ɦeːvɛntɔːlˌɛgɛrˈiːn jˈa ɔlːˈʃtən zˈamɑr zoːrˌiˌrɪ tsˈilə dʊɐç tsuː zˌeˈtsən dˈas kˌanˈax ɐoːx ɾaɪnsɛiˈnɪtən fɔn gˈuːtbɪɾs bˈøːsən ˌʊntɑɾ ˈeˌfɪːʃɪəlˑs ːe˦ɪrɛ tsːi˃lə dɔʊç ttsɛ zːəs ʋɛndɪvən kˈanː ˑɪkɪən əln ˔aɾl˃ɔs ən fɐn gʊːdbɛs bɪʏsən ɛn fˈiːfɛlt dˌiˌɾɪçtʊŋ nʊtsən kˈan ʊnt vˌeːɾ vˈɛɾ ɪn hˈaɪlˌsɛːn vːrˈeˌaɛfˈ ɾˈaiːvˌ ɔdɛmˈʏndɪg ʋɪhˈˈhɪːtɛrʊmgˈoː ɦɪsʊvˈyːˌˈtɪʃ mˈantʃən,
71263,71263.wav,audios\71263.wav,ˈɪlɑːt ˈaɪs ˌaʊx nɪçt gɑnzˈeɪnfɔr fyːɾ mˈʏçt tsuː bɛɾanfɑrtən dˈiː pɔlˈitɪʃə bɪtˈaiːdiːgˌʊŋən gˈajstɪx ɑfˈjˈuːdənfɪˈal zˈøːlˌtə zɛrvˈvɪɾçtɪk zˌeːmn fɛːr jˈedən dɪpɔnˈliːtiːʃən bɔtːaɑlːf dˌiˈgʊʊngˈŋɛn ɛl˃ɪvɛs ɪm vˈoːeɾɪltɪəkən fɪrˈsɪən vˌɪeˈdən fˈyːiˌoˈtɛtɾ fɔːoˌlˑtɔiˑsən bətˌtaɪdɪgˈːˈlɪ gːuˌgːən bˈatɪaɾ vːəs ʋɪntsɛmn v˦ jirʊŋ ɛntvɪ antsuːʃlˈiːzən ɪn ɔn ˌɪstɛn nɪçtɛs nɛçtˈmɛɾ dˈas vɑːs ɑngɪːç dˌiˈgˈɛstɪgə bɛtːɪlgʊngɛm pɔlˌeːdɪʃən dːiskɔːrs ɯːm ɦɛlːbɛʃtˌaɪən vɪsɪm ʃɛrˈʃnɛːl ɾɪtɪkmɪətʃ ɕɛndɛvːrɪɾˈs ˈaɾnɪltɛ nɔxmɑɾtˑˈt˃ ːvɑs ʊɐsɛiˌngɔɾ ˑɪndɪtsɛŋɛəs dˑs vˈeɪngɾs dɪ gːˈoɪzːəlˑpɪeˈkːaɛltɪdʒɪŋː pɛoːnˈpɔsɑlɪdiːkˈəl ˜ɪpɛ,
71264,71264.wav,audios\71264.wav,ˈɪt ˈaɪs ˌɪst ːɪn ˜ɪntɾˈʏç ˤaɾ ˧aɛtɾiːˈtɪɾ nˈiˌʊç nˌaʊx nːaʃtɛɾtˈˈmɔːfɪˈoːlɪçt ɪlˈandɛlʃɛmɪʃn ɑːbɛn ʊɐplɔøːxt ˂aɔft blˈætmɑn n˒tɭɪx nɪeːç mɔtiːvˈeˌrˈdɑɑbɑr vɛndɛs tsˈilˈnˌˌæn aɑf dˈas mɑnt hɑndɑs mɛnt ɛrbˈatɪltɛːt ʋaɐngɪvɛstən ʃˈstɛltɾlən vˈœltɑvːətˌhɑlt vːøˈvɑlnˈ dˌas ˑɪtsɪəlːnː ˀaɦlˌoˌ ʊnt maʊɐnˌaːn vˌɑːɾ mˈɔʊnɪtɛɾ ˌoʊtɪvɪɾt blˈaɪbən tsvˈaiːfˌʊln gˈœɾɾ dɛn tsuː ɑbɑɾ gˌeːl dɪˈoː dɑfˈʊŋ ˈas dˈiːmˌuˌtɾiˌvˌatsɪoˌn am ːendəlˌfɪəsɪs tsɪl mˌan mːaɾmˈmɑʊdən ˑɑm mˊaɦnˈuˈtən ɪaˌmːʊsˈeˌiˈfː fɔɾ tˈˌœɐpɛːsˌˈŋɔnː hˈalːrɪçnənən,
71265,71265.wav,audios\71265.wav,dʊ frɑːgˈɪɾ ˈaɪnzɪçt bɛɾɪˈtɛmtɪs ˌɪtɾiːɾtɦiˈˈiˌaɾ tɪvˈkɪ fɛrɾʃi˒ˈdɪln fɪ ɾˈeɪəɾaɛtɕiˑvˌi�niːvˑ tsuː hˈuːrbɪts tsuɾ hˌuˈbɛːm tsuʃˈæftɪgən fɔɾəɪ̃ˌatɪf tsuθ zˈaiːn zˌeːç ːaɔsɾdɛbən tsuəkˈœndən gɪdˈantlɪʃ mɑntvɛlːkˌlɛç vˈvaɪzɛkən ttˈrɪi˦vː tsui˛ zːeˈnɪ zɪx ˜aɦɪmˈoːsɪkː ˧aɕdɑɪbən tsʊk˦ɛn ˀaɑnː gɛv˦aɴˈlɑ kːoˈmɑmː kˈv� vɛvɪntɔːɾɛl ɑuːx tsʊːmɔniːtaːrˌiːzɪˈɛn ɾˈaɪlbɪs zɪnˈdɛm mˈˈasɪvɨçtɪçt ɛŋkˈiˌkmal bɪll ˈʊns mˌɛntʃən dɪfɪneːtˈuˌns dɛfɛɲiˈnɪɾ dɑːnɛç ɪnsɾaːbɑɪlt ɔns dʊfɾi˛nˌaɾ tˈoːvˌeːlˌʃɪən dˈeˌoˌnːs ɦɪmɪtɛs ˌvɑn˃ɛtːaɛ dɪlɪç zˈaɪdɛfˌɪkt zɔn ˌaɛn ɪn ʊɐbˈiːfɔːɪˈfɑːln əzˈɛɪtɛln dˈeːmɪs ˈandɪmɛs ɛvɪrˈʏtɪ ʋɛːtˈøːʒɛm ɔlˈtɔɪlt ɑn tɔsɔltˈoːn vɛtːøˈœlˌ ɦɔvˈˈyːvɑln zˌeˈlːoˌnɛdɯn ər zːaɾˈdɨnəs jˈats ɾɛnts ʔˈalˈtaːkˌʃɾoˈkˈsɛltɪŋə ːˌævɔəlˑn æn bɛrːbɛʎˈ ˑɛndɛbːrɑiˈvˌəlnˈ dˌoˑsɑ,
71266,71266.wav,audios\71266.wav,gantsˈɛɾlç glɔɔʊbˈiːç vɪɾɾt gɛn ˈalɪn ʃpɾˈaxən lˈeɪrn dˈaɪm ɪl mɪntsˈoʊ fˈˈauːl bɪˈʊnsoːfˈkaɪgəln ɛrgɪvˈœʊɐn mˈuːɪçt ˌɪs nˈyːxɪlt kˈnɪtɾaɛnd gətɹˈøːkt vˈwˌʊŋdə vˌoːrəl vːʊoˈln dʊs ːˈælsəvˌaɾkˈsənɛl vɛvːvˀɛːnˈvˑaɑːkstənɑv˃ ˀeːeˌvɛs vˀiˈdˈis gəlˈant ˑɪkˌˈantsɛ ˜aɐɛmːpɪələn dˌas v˦ɛgːaɦl ˃ɪxən v˔ɛtən ˔vɔs ɔv˦aɔn vɑs ʊv˲ ˈɪçt ɪn ɛntɕɪntˈʃɪŋn fyːɾʃpɾˈiːt fˈœɾtɛr vɔɾdɪ hɛɾkɔnˈbɛl ɾɛːbɪrˈeːdʊŋ vɑːtiːlˈkɛn ˌɪs ɔːtsʃpiːˈlɛ ɐn dˈoːʃəsˈpɹɑ̃ɛsɪːrˌaɪl ˈaɛm kandiːoˌʊs ʋɑsvɑnˌnɪt ːvɛls baːklɪgɛanˌ ɦɔntɪxt hˈapɛ nˈuːn ʊn əɔpɔfːflɪɛçɪlt gɾatsˌoˈntən dˌeˌbɔlːŋɛt ʏbɐlɾlˌˌiˌgəln ən ˑˈandɛreːxpɑɾnəs ˃ɔvɔsvˈvɪən ɑləs bˈasɪəlkɑnt ˦ɑnsɪv,
71267,71267.wav,audios\71267.wav,tʊm lˈaltɪs ˈɪt dˈas tʃoːzɑːɪç hˈaɪn ˌɪdɛn ɪmɪlɪˈʃɔlɛ ʃiːn ʊlɐn tʊs hˌat ɛɪnt mˈaiːmən ɑuːʊŋ ɔɪgɛmɛtɛrˈfɔːfˈoˌʃbɑɾɛː zɑxɛlɾˈeːbɪɾ ɐsɑaxɪvˈiˈnɪ bɑmɑiˌnɛ dˌaɾ dˑiʃˈuˈulɛ hːanˈzɪʃ h˃at ːeɪndmɔaɛnt ɾaɔmːaɦɔn ən mˌeɛsɪaɕɪpɑrːrˌiˑ zɪrˑsɛçɾi˛n bɪbɛvːoˈlɑn əvɪəsɾoˑnˈ lɔøgirɪç zanˈfɔnɪɾdɛn ɑːɾ dˈiːzɪzəs mɛldən ʊnt gɛɾɪsɛmɛ gɑntʃɾˈeːgə zˈaxrɔnt dˌɪn dːiˈzəz ˈaʊsvɛntɪːç lɛrnən fˈyːfɪə fɪrˈɑbɑiˌnən vɪl bənɔːtə bɛlnən ɪdɪntʒpɛːrˌvɪtɛvɾ vɛdɾtˈʏːtsɪvˌoːvˈvɑɾgˈæsən dˑs fɛs fːərʃtɪiˑçnˈˈlɛtən ˌaɪbɛltɪən bɪanːoˌtəlː bɑnən dʒntʊn ʃpɪpɾi˔dɑvː vˈidɛə tsuː fɔɾkːəsən əs fərʒtɑsənː d˃ɛst fɑrɪkˈoˈsɪ ɛndɪts ʃøːlˌɑːɾ ˈanʃpɾɪçtɛntsɔx vantɪs dˈɛɾ lˈeːbɛln ɑn ʊntɛn ˌʊn ən nɑɾˈʃuːliːnˈaɪnˌaɾ nɔkˈoːtsvˈant zˈiːx jˈˈæn aʊstɛr hˌalt dˌeˈtʃɔøˈlɪɾ dɛm ʃˈuˌlɛːr ɪm nˈaxɪˈnɑiˈrən nˌax nːax nɐɪʊtˈtsvɑŋt zˌiˌç jˌæɾn æn aʊʃstɑhːhˈalt dɪə ʂˈulɪ ɛs ɐnɪtɪlˈsɪən ːeˌsɛtɾsɑ̃ɪ̃ˌoˌtɔɾlə ɦɪz ˑɪkːoˈkɪ nɔøgirɪçkɑɪt dˈiːmɑn hˌalɪd als kˈɪnt hˈat ɪn dˌiˈzɪz fɔɾvʊndɛltsɛɪmən an dːɪŋən dˑiˌʃtɪʃən ɔmˈaɪndɪrʊmfastˈˌɪːən ʊnt d˃ˈeːbən ˌˈʊsɪpɪɾɪxən imɑːlˈdˌaɾən vɪlˌvɛntɔːˈlː fˈyːzɛkˈalɾˌixən xtˈuːrˌeˌtən xɛːmiːkˌavˈəlɪən ənnɑvɾnˈænɾ tuːəvɯsənˈtʃɑçtɾi˛çən fˌoːgˈŋ bɪloːkiːnˌ ˈvɑl˃i˦ːe˦n vˌæl˦səs ːaɦbɪəln ˃ɪvɔlˑɾ d˦i˃səlˀa dˀiˑ vˌɑːx vˈɑs ˈaɪs lˈiːtɪŋsfɑxkɛtsɛçnˈyːk,
71268,71268.wav,audios\71268.wav,dˈɛs ˈaɪs ɪst ˌɪsaɪpˈsɔbdʊgˈə gɪmˈaiːnə fˈangfrɑːgə ːɪt mˈanɪç mˌʊstə m˔an dˈeːm ˑzˈuːstɑntɾɪːçt ɛn ˤvɛɪnmɑçnˈiːk kˈandɪəs kˌanɛm kːanɾs nˈix zˈˈaxən fɔn mːaɛndɪɾ pˌoːzɪtsɪoˌnˌaɾ zˌiˌkən dˌuˌvˈælt dːiˈ gɛzɛltsɛltʃˈafˌfɪdɛt k˃anɔvˌən k˧anɑn kɑnnː kˑanːs nɪx k˔annˈ k˂anˈkɑanɐs kɐnː dˑ k˨anɕ nɛç zːˌeˌmɪlːfɑən kˀaɑm fːoˈrɪən kɛnt k˦anˌ k�eɑneːts� baɪ mɪɾɪnˈɪçtɪsɪmɪtˈaɪln dˈiːɾ hˈat zˈʊntɪŋ dˌiˈeːn gɾˈoːsɛl fɛɾ ɛndɛrʊŋgˈuːʊndɪʊngˌʊx zɔgɛ rˈˈipˌɪlt zɑːbɪəlˌmɛdɪən kˈanɪk nˈix bɛʃtˌeˌtɛgən ʊptɑtsɛçtːˌçtəln zɪːrˈsɔːtɾiˌkˈnɪvɪlkɛn ɪdɛs ɔvɛːlˈkɛntɛmɾoˌsɑəl fˈœɾnɛtɕɪ ɐoˈndɐrʏːŋˌuˌtsɪgˌoˑn zˌaɾgɪpːəl ːvɑlːmɑɾ kˌanɛkənɪ kːanɔkən kɪneːk bɪzʃtaɪktˈ k˦ɔnː k˃a ˈaxzɔŋɑːn natˈyːlç ˈanfɔlt ɪn zɪkˈɛn zˈeːm ˌɪlɪtɛl ːɪdɛɾˈʊmɪŋ ˩fɾɔøndɪ zˌaɪmɛrˈsɪs nˈaɾ ˀɪvˈˈælˌ ˜ɪˈlˈ ˧ɪ,
71269,71269.wav,audios\71269.wav,das ˈaɪmfɑːx ɪn ˌɪvɪɾdɛ bɛzɔɾfˈtɛl ɛtsɛn zˈantʃaʊn dˈɛɾ zˌiːmˈiˈʃɛːɾ ʊnt mˈaiːnmɑɪən ʌnfˌœlt ɑr finantsɪˈal dɑmːʃ vˈajːtɪlˌhˌʏft ːvɑnˈfɪsɪçɾʊŋn ʋˈeːlˈlɛçt ˩ɑvnfɛrmɪt ʒɪpɪrˈuːfɔlːaɾnˌˌfɯːˌlˑɑçtɑlnː dɪoːrmˌaɛm˦ vˌajtˈvɛlt vːatɪiˌ�lɪlt vɑfːœl˦ɑŋvˈoˌvˌoˈn˦ ˑvɔvɾvːo˦l˧ɪfɾl˪ɛsɾɪ ˕aɔpːsɑi˦ːkɪ an lˈiːbən ɑndʊɐn mɛɪn mˈaɪndn nˈɛçstən lɔøtən ˈauːfɪtaɪln fɛrɪtɕɪç zɪːrˈʃɪɾaɾ ɪsɪvɛn ɛvɪrˌɪən ʃiˈoːxgɛːɾçən vɛʎɪgənɪkɛərːkɾˈeːgən kɛgənˈvɵəɾ dɑːpɛlˈ ɦɛm fɑlnˈat mɑntʃˈamɑɾɛ ɔiˌnɛ məlːivˈuːən əlɔɪxɔːm als als nˌˈanɑmːlˌʃətə ɾpɑliːçɑ,
71270,71270.wav,audios\71270.wav,ˈɪç vˌɪɾ dˈeɪ ˈalə tsˈaɪtən rˈiːzən ˌuːɾʊnt vˈʊɐl ːeɾoːlˈ dˌaɾs ˩ɪn zˈuˌʏlˌ dˑɪˈs ɪlːs vːrˈoˌlˑ,
71271,71271.wav,audios\71271.wav,dˈɛs vɪçtɪk zˈiːn ˌaɪnə bɛtsˈirʊŋ hɑːm zoːvɔl tsvɪˈçən mɛntʃtlɪɪx als ɑʊx ɔmantɪŋkɪlθ dɪmkɛɾɔnˈʊɪs kˈanˈaɾˈuːɪndɪrˈrˌɛçən ˈauːf hˈandəln ɪnt ːaʊgənhɪʏːʏɾ ʊnt fˈatɾaɔːrən ɛvɾiˈːkɾ dˈoːx dɛnkˈeɪoˌʊn pˈastɪəs ɾəpˈasɪtɔs nˈix ˑaɑbɛrːbɾoˈlɛ dːeː ˀɛm fˌatɔɾæːˌoˑn ʋɛːtˈsɛtɾ kɔntɪvɛlː kːanɪ rˈunː dˌeˈpɛəsən ʔɐf ˦ɔandəɾən əɪp� ˈɪçt dˈas dˌoːɾ dːoˈmɛnʃən ɪmhɑːrˈaɪ fɔɾˈoˌɔgənvʏɾbətɾaktəs nɪxt d˒ɪzɛɾp zɛlˈpɛs zɔrʃtˈantlɪɾ ɾʊnt dˑs ɛbənhˈalˈdˈiː fɛːtɹˈauˈnˈsbɑsɪstɾas,
71272,71272.wav,audios\71272.wav,ˈɪnə ʃˈuːlə ɑːn zˌɔltə als ˈalɛɾstəs dɛŋkˈiːt mˈaɪl dˈeː fˈyːçkˌaɛt dˌʊɐ dːɛn kɪndɛrˈ gɪvˈekt ˌuˌdɑɾ ːaɾˈʊx bˈaiːbɑhˌlən vˌeˌrdən zˈændən ˑandɛnatˈˌoːrˌ ʊntɐn klˈajntɪŋ ˃ɪbən bˌiˌbɛlbɪɾɪːm vɛːrdən ɐm zːˈandɪən ʋɛʊndɐɾnˌˌæn ˦ɪmɛsɾaɐvˌəlbən vɛjdən əɐrɐːvɑnˈ kˈlɛndɪntɛm ˔aɔːndɑ ˲ɪkɔvɪən ɛvɾiˈbɔɾ vːeˈfɛltɾ dˑn ʌvɔaːpɛbɾ k� ziːptˈasˌoːraʊs vˌɪs ˌaʊxsˌeːt dˈiˌzən dˌiˈzə dˑɪŋɛl bɛmm vˈɪɾdən dʊɐs ɪntɾˈesɪl ɛntvɛɾɪtˈaɪnˌtɛn zˈeˌʊvɪːɾ dɪmˈsɪçtɪʃtɔn ɑn mˈər als ɐn zɑːn dːi˔kˈvɑlːkɛːlkɪvɾaɾ vɛçɛvːeˈlɪltkˌal zˌəltɛ gɾfˈœldɛtbɛnd bɪgˈastɪrʊŋ bɑgːastɛrʎɔːŋ z˔ltɪ ːaɔfɪəːntvˈal gɪfɛltbɪən dɛfːəlɾvɔɾgɛb vɪe˦ɛ,
71273,71273.wav,audios\71273.wav,hˌɪs ˌaʊnʃpiːriːgɪst tˈeːmɑːɾ ɪdɪt dˈɛɾ bˈatə ɛn pˈœʊŋs mˈaɪnɪntsuː ˈtsʊm gɾɔːsən tˌal hˈoːbɪç dˌʊs gɛfˈʏːl ːeˌzɪl ɔn nˈˌatɪɾˌçtɪːçt dɑs ɾʃtˈalt zˈuːʊt hˌiːf ɑn pɛsːˈiˌlˌnɛlnɕɪə zˌaxən rˈanˈgɛːt ɐɪvˈrɪθnəs ʊntɾiˈçtəçt ˑɾstɛt ʃtaɾt əɾsʃˈtaɛlt ˒sɔt hɪf ˲ɪnsɔɾlːən pɪeˈzɔlənlˈlˑəsələn ʒɛzɾaɾən ˦ɛnt ˃ɔvɛndɾæn ˔ɐn ɦ� møklˈɪçkˌaɪtən tsuːɾ tsuɾˈapˈʏɾ ˈaɔnɪɾ vˌɪlˈeːr ˌuːgɑːvˈ dɑvˌkɛɾnˈfɔnt gɪvːalt dɾɔːx ːvaɪnˌzɪx nˈiːç dɪˈlɪktən gɛgˈbənˈs ɪs ˤɪm vɪrmv˲ɪlkɪəɾç ˧aɛn ˑnmɪkˈəs ʃɔlːˈgɪŋ ˃ɑbːas ˔s əsən tʃˈˈœʃtˈælmɑ ˜ɪ ˀɪən tˈemˌərɑ kːəln ʔoːn ɔvˀeˌʃəv˃iˈrɪʃ ˕ɪltɪoˌːlɛː ˩ɪeˈnɔs dˈoˀ ˂vɪdɛm ˦ɔm ɛs ən vˈərɪ kˈənɔ ˨ɪpənˌ,
71274,71274.wav,audios\71274.wav,dʊtsukʊmst dʊ dʒʊt dʃiːɾ dʌnɛɾɯsɛn dʑiˈmɑːlstən dʏːs glɑuːbɛç zɛːr kɾiˌtɪç dɪnn dɐs vɛrktsɔʃvɑs ʊns gɪdɛtsaɪtːvɪsɪv dɛm zɑgʃmɐ fɔrplɪfənkʏntəʊn ʌptɪɪkən ʋɛbgɾˈeɪːdən kɪlʊntə mɪtt mɛt mɑ tsuːpɔːˈɾt ʏbɐbəʃtɛmt ɪntʊxɛlɪndɪ vɪɾtˈɛŋɪçt mɛrˈaɪn ttɛnkˈmɛɾ dɛmt nɛçtɪtˌɛs ˈaiɪnsɛln ɛbɛːbɾɑːl nɪˈʃtɔn ˌaɾdɛt zɪmtɾaɛ ɪdɪlˈoːɾiːˈtː ɑnfɔrgɪfɾˈˈrˌˈkˌʊɐdˈ ɔntɛntɾkːmɔːrːt˃ kɔvːfˈraːk˃t vɪiˈdɐrɪs ɐoˌsɪən kˈopː fˈyːəː kˌoˈfɛraˌkˑfˌrˑs ʃɔlːnˈ dɑzˈeɪndmɑmːsɛiˌmˈ mˈasɪəmˌ das das das dʊɐtɕɪʃɪn ɪtɪlɛɾʊtɛn ʊn dɪs ɛvɾɯʃaɪŋɪən ɔdɛlˈɪçɛrʃiːɾn ˌɛs dˈiˌzən fɔɾgɛntɪːs lɛːnənˈs ʋɛbən ˈaɾoːdɑ ʃeːlŋ ɐn əlˌʏngˈvɑːʊs rɛiˈnˈtˈʃˈˈuːˈlːeˈzən ʌuˌvɐs dɑs ːoˌbɑɾs dæːz ɑzgˈælt ɦɛlvˈeˌfɛltˈŋənɛtːəlnˌs əːbən aːm ˑɔvɛm ɾˈoˈrɑlˑˈ ˦ɪgən əɪmːvɪɾt ɕi˃ɛŋnː ɒn ən ævˈas rɪngvɔːtsɪəlɪ ˩ɛgən rɑnˑs ɪst ran tsuːkɔm ɑːbɑɾ ɪs kˈan ɛs ɔːsɪ ɐs ˈɪç pɛɾzˈøːmdɪːç dˈiːt zˈaɪt dˌiˈtˈoːɪn bɪldʊŋ d˲iˌtsyːpʊɐŋ ɟɛlˈbɪndʊx ɒŋlɪxt ɤn ɦɛrˈʊsɛtˌɪvˈælˌvˌæl ˌʊn d˃i˒mˈˈœkˈəlɛːrˌ ɛiːvən ːoˌx nɔx nˈuːʃ nˌoˈnɪɪx zoː kɾɔʃsɑtːi˃ mɑn bˈeɪlɔn ˑɪm tsuɔlːn ʃɪpɑ,
71324,71324.wav,audios\71324.wav,ˈɪçkɔçə zˈeɾ kˈaɾnə ʊnt zˌeɪɾ ˌʊndɜʃˈiːltɪəçəntɪŋɪˈtɪngɛs,
71325,71325.wav,audios\71325.wav,fɪnɪçɛn tˈiːl vˌɛɾɾə vˈʏdɪɾ ˌaɪmɪrˈaʊx ɾˈɑːxʃfˈalbɪzɑɪən vːɑlˈdɛs vˊʊndɛrʃˈyːŋzɪŋən vɛntsˈeː ˈas ːeˌrɛm vˑnˈtɛːn ˑafɾiˈkɛl tsuː kˈoːmən,
71326,71326.wav,audios\71326.wav,ˈɪç mˈœçtə gˈaɪnə nˈøɪglɪɪəçə ʃlˈeɪrnən baɪ mˌaɛnɪl ʂvˈastɛɾ ɪnt gɾˈiːçənˌantfˈoːnt,
71327,71327.wav,audios\71327.wav,ˈɑsɪz ˌaɪnə frˈaɾgəlɪç ʊnmˈøːptɪx bɑːɾntfɔɾtən kˈan,
71328,71328.wav,audios\71328.wav,ˈɪç mɪnt zˈeɪ hˈas kˈæptɪʃ,
71329,71329.wav,audios\71329.wav,ˈɪçmɑːgɑm lˈiːpsən dˈeːn hˈərpst vˌɑlˈtɛs ɑn ˈalˌʊs ʊn ʋˈaɪn bɛɾsˈin tsʊrˈʏgfaltˈat,
71330,71330.wav,audios\71330.wav,ˈɪç mˈaxən nˈeɪlt gɑːrnə ʃpɔɾtˈ ˌɑbɛɾ vˈæn ˈaɪnɪl ːaɛnn mˌaxən vˌʊɾdəlˈ dˈant v˟ɛxəs tˈantsən,
71331,71331.wav,audios\71331.wav,ˈɪç pɛɾzˈʏnlɪx fɑːrɑm gˈiːpstənants mˈeːɾ,
